sentence,emotion
i don t feel guilty either mary mused,sad
i just feel so unhappy and restricted that i am no longer myself,sad
i were to be honest i d say that only two of my friends keep in contact with me all the time and make me feel like the queen of the world the rest either make me feel like crap or make me feel beloved and needed,love
i feel so thankful to have known and loved him,joy
im feeling especially neurotic,fear
im paying now is around a good more per month but i feel that its worth it especially now with mobilicitys uncertain future after the recent telus buyout,fear
i am already feeling so tortured for having to wait for the results i need to sleep early coz i wake up at am these days,fear
i cant help but feel a little foolish as i to dig out all the thermals id somewhat prematurely packed away until next winter,sad
i feel my muscles elongating into a more elegant form,joy
i just wanted to give you a heads up on some products i feel have been really successful lately at helping my winter skin stay away,joy
i don t feel especially dirty,sad
im up to now i feel popular,joy
i had her with my other friends in one of the donation boxes in florida and took her out at the last moment feeling a little selfish keeping her,anger
i feel like this i get furious with myself,anger
i feel annoyed and agitated,anger
id have good days weeks months but i kept feeling like it cant last life cant be this sweet,love
i am hoping the weatherman is right with his forecast of stay at home dont venture out rain for tomorrow i am feeling all kind of creative,joy
i feel it is extremely worthwhile and together if we are all on the same page we can come together and make a difference,joy
i remember feeling completely energized and amazed by the vibe of the event,suprise
i feel so hyper yet mellow at the same time,joy
i feel like an inadequate mother,sad
i say lucky i was applying solidly for six months but i still feel lucky,joy
i spend several hours reading the news from different sources makes me feel awesomely smart later,joy
i tend to at least for a day or two after episodes like this get really kinda down and blue feeling after being verbally assaulted like that,sad
